Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
TY9481,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TY9481,,,,,,No,No,No,Yes,,,
TY9481,2023-02-15,,,,,,,,,,,
TY9481,2024-02-15,,,,,,,,,,,
TY9481,2025-02-15,,,,,,,,,,,
TY9481,2026-02-15,,,,,,,,,,,
TY9570,2025-01-09,Won,No,Yes,No,No,No,No,No,,,
TY9570,2025-09-01,,,,,,,,,,,
TY9570,2026-01-09,Won,No,No,No,No,No,No,No,,,
TY9570,2026-09-01,,,,,,,,,,,
TY9655,2025-09-12,Won,No,No,No,No,No,No,No,,,
TY9655,2025-12-09,,,,,,,,,,,
TY9824,2024-07-19,Won,No,No,No,No,No,No,No,,,
TY9824,2025-07-19,Won,No,No,No,No,No,No,No,,,
TY9907,2023-12-27,,,,,,,,,,,
TY9907,2024-12-27,,,,,,,,,,,
TY9907,2025-12-27,,,,,,,,,,,
TZ0264,2025-03-14,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,No,Satisfied,Not Discussed
TZ0264,2025-03-14,Won,No,No,No,No,No,No,No,No,Satisfied,Not Discussed
TZ0711,2023-08-18,,,,,,,,,,,
TZ0757,2023-03-15,,,,,,,,,,,
TZ1319,,,,,,No,No,No,No,,,
TZ1319,2023-03-18,,,,,,,,,,,
TZ1319,2024-03-18,,,,,,,,,,,
TZ1319,2025-03-18,,,,,,,,,,,
TZ1319,2026-03-18,,,,,,,,,,,
TZ1562,,,,,,No,No,No,No,,,
TZ1562,2023-09-22,,,,,,,,,,,
TZ1562,2024-09-22,,,,,,,,,,,
TZ1562,2025-09-22,,,,,,,,,,,
TZ1797,,,,,,No,No,No,No,,,
TZ1797,2023-08-03,,,,,,,,,,,
TZ1797,2024-08-03,,,,,,,,,,,
TZ1797,2025-08-03,,,,,,,,,,,
TZ1797,2026-08-03,,,,,,,,,,,
TZ1988,2024-03-14,,,,,,,,,,,
TZ1988,2025-08-28,Churned,Yes,Yes,No,No,Yes,No,No,,,
TZ2203,,,,,,No,No,No,No,,,
TZ2204,2025-01-05,Won,No,No,No,No,No,No,No,,,
TZ2204,2025-05-01,,,,,,,,,,,
TZ2204,2026-01-05,Won,No,No,No,No,No,No,No,,,
TZ2204,2026-05-01,,,,,,,,,,,
TZ2369,2023-02-13,,,,,,,,,,,
TZ2369,2024-02-13,,,,,,,,,,,
TZ2369,2025-02-13,Churned,No,No,No,No,No,No,No,,,
TZ2913,2023-04-04,,,,,,,,,,,
TZ2913,2024-04-04,,,,,,,,,,,
TZ2913,2025-04-04,Won,No,unknown,No,No,No,No,No,,,
TZ2913,2026-04-04,,,,,,,,,,,
TZ3027,2024-06-29,Won,No,No,No,No,No,No,No,,,
TZ3303,,,,,,No,Yes,Yes,No,,,
TZ3303,2025-07-15,,,,,,,,,,,
TZ3349,2026-01-12,Won,No,No,Yes,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TZ3349,2026-01-12,Won,No,No,Yes,No,No,No,No,,,
TZ3349,2026-12-01,,,,,,,,,No,Satisfied,Not Discussed
TZ3386,2024-10-16,,,,,,,,,,,
TZ3506,2023-06-13,,,,,,,,,,,
TZ3506,2024-06-13,Won,No,No,No,No,No,No,No,,,
TZ3506,2025-06-13,Won,No,No,No,No,No,No,No,,,
TZ3641,2024-11-01,,,,,,,,,,,
TZ3641,2025-11-01,,,,,,,,,,,
TZ3859,2023-12-09,,,,,,,,,,,
TZ3859,2024-09-12,Won,No,No,Yes,No,No,No,No,,,
TZ3859,2024-12-09,,,,,,,,,,,
TZ3859,2025-12-09,,,,,,,,,,,
TZ4160,2023-11-04,,,,,,,,,,,
TZ4578,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TZ4578,,,,,,No,No,No,No,,,
TZ4578,2024-03-23,,,,,,,,,,,
TZ4578,2025-03-23,,,,,,,,,,,
TZ4578,2026-03-23,,,,,,,,,,,
TZ4624,,,,,,No,No,No,No,,,
TZ4624,2023-05-16,,,,,,,,,,,
TZ4624,2024-05-16,,,,,,,,,,,
TZ4624,2025-10-09,,,,,,,,,,,
TZ5010,2023-03-06,,,,,,,,,,,
TZ5010,2024-03-06,,,,,,,,,,,
TZ5010,2024-06-03,Won,No,No,No,,,,,,,
TZ5486,,,,,,No,No,No,No,,,
TZ5486,2023-09-02,,,,,,,,,,,
TZ5486,2024-09-02,,,,,,,,,,,
TZ5486,2025-09-02,,,,,,,,,,,
TZ5486,2026-09-02,,,,,,,,,,,
TZ5499,2024-08-24,Won,No,No,No,No,No,No,No,,,
TZ5499,2025-08-24,Won,No,No,No,No,No,No,No,,,
TZ5535,,,,,,No,No,No,No,,,
TZ5546,,,,,,No,No,No,No,,,
TZ5609,,,,,,No,No,No,No,,,
TZ5698,2024-05-19,Won,No,No,No,No,No,No,No,,,
TZ5698,2025-05-19,Won,No,No,No,No,No,No,No,,,
TZ5727,2023-05-13,,,,,,,,,,,
TZ5727,2024-05-13,Won,No,No,Yes,,,,,,,
TZ5727,2025-05-13,,,,,,,,,,,
TZ6444,2023-05-24,,,,,,,,,,,
TZ6444,2024-05-24,Won,No,No,No,,,,,,,
TZ6444,2025-05-24,,,,,,,,,,,
TZ6574,2025-01-29,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TZ6574,2025-01-29,Won,No,No,No,Yes,Yes,Yes,No,,,
TZ6574,2026-01-29,,,,,,,,,,,
TZ6734,,,,,,No,No,No,No,,,
TZ6734,2023-06-29,,,,,,,,,,,
TZ6734,2024-06-29,,,,,,,,,,,
TZ6734,2025-06-29,,,,,,,,,,,
TZ7051,,,,,,No,No,No,No,,,
TZ7051,2023-03-18,,,,,,,,,,,
TZ7051,2024-03-18,,,,,,,,,,,
TZ7051,2025-03-18,,,,,,,,,,,
TZ7190,2025-04-11,,,,,,,,,No,Dissatisfied,60
TZ7190,2025-11-04,Churned,No,Yes,No,Yes,Yes,Yes,No,,,
TZ7599,,,,,,No,No,No,No,,,
TZ7599,2025-04-06,,,,,,,,,,,
TZ7767,,,,,,No,No,No,No,,,
TZ7767,2023-11-14,,,,,,,,,,,
TZ7767,2024-11-14,,,,,,,,,,,
TZ7767,2025-11-14,,,,,,,,,,,
TZ7801,,,,,,No,No,No,No,,,
TZ7878,2023-05-23,,,,,,,,,,,
TZ7878,2024-05-23,,,,,,,,,,,
TZ8241,2024-05-07,Won,No,No,No,No,No,No,No,,,
TZ8241,2025-05-07,Won,No,No,No,No,No,No,No,,,
TZ8306,,,,,,No,No,No,No,,,
TZ8306,2023-01-12,,,,,,,,,,,
TZ8306,2024-01-12,,,,,,,,,,,
TZ8306,2025-01-12,,,,,,,,,,,
TZ8930,2023-07-09,,,,,,,,,,,
TZ8930,2024-07-09,,,,,,,,,,,
TZ8930,2025-07-09,,,,,,,,,,,
TZ9061,2025-06-20,Won,No,No,No,No,No,No,No,,,
TZ9074,2023-08-20,,,,,,,,,,,
TZ9074,2024-08-20,,,,,,,,,,,
TZ9074,2025-08-20,,,,,,,,,,,
TZ9159,,,,,,No,No,No,No,,,
TZ9177,,,,,,No,No,No,No,,,
TZ9177,2025-04-24,,,,,,,,,,,
TZ9350,2025-10-29,Won,No,No,No,No,No,No,No,,,
TZ9455,2023-03-13,,,,,,,,,,,
TZ9455,2024-03-13,,,,,,,,,,,
TZ9455,2025-03-13,,,,,,,,,,,
TZ9717,,,,,,No,No,No,No,,,
TZ9717,2023-11-20,,,,,,,,,,,
TZ9717,2024-11-20,,,,,,,,,,,
TZ9717,2025-11-20,,,,,,,,,,,
UA0033,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UA0033,,,,,,No,No,No,No,,,
UA0033,2023-01-24,,,,,,,,,,,
UA0033,2024-01-24,,,,,,,,,,,
UA0033,2025-01-24,,,,,,,,,,,
UA0033,2026-01-24,,,,,,,,,,,
UA0042,2026-01-30,Won,No,No,No,No,No,No,No,,,
UA0268,2023-05-16,,,,,,,,,,,
UA0268,2024-05-16,,,,,,,,,,,
UA0277,2023-12-03,,,,,,,,,,,
UA0277,2024-12-03,,,,,,,,,,,
UA0631,,,,,,No,No,No,No,,,
UA0631,2025-04-26,,,,,,,,,,,
UA0914,2024-12-18,Churned,Yes,No,No,,,,,,,
UA0960,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UA0960,,,,,,No,No,No,No,,,
UA0960,2025-01-31,,,,,,,,,,,
UA0960,2026-01-31,,,,,,,,,,,
UA0989,,,,,,No,No,No,No,,,
UA1207,2023-03-14,,,,,,,,,,,
UA1236,2023-06-06,,,,,,,,,,,
UA1463,2023-05-17,,,,,,,,,,,
UA1463,2024-05-17,Won,No,No,No,,,,,,,
UA1463,2025-05-17,,,,,,,,,,,
UA1633,,,,,,No,No,No,No,,,
UA1699,,,,,,No,No,No,No,,,
UA1699,2023-03-01,,,,,,,,,,,
UA1699,2024-03-01,,,,,,,,,,,
UA1699,2025-03-01,,,,,,,,,,,
UA1699,2026-03-01,,,,,,,,,,,
UA1935,2023-10-05,,,,,,,,,,,
UA2014,2025-03-29,Won,No,unknown,No,No,No,No,No,,,
UA2318,,,,,,No,No,No,No,,,
UA2318,2025-04-03,,,,,,,,,No,Satisfied,90
UA3075,2024-07-12,,,,,,,,,,,
UA3075,2025-07-12,,,,,,,,,,,
UA3075,2025-12-07,Won,No,No,No,No,No,No,No,,,
UA3184,2024-11-07,,,,,,,,,,,
UA3375,,,,,,No,No,No,No,,,
UA3442,2023-07-31,,,,,,,,,,,
UA3442,2024-07-31,Won,No,No,No,No,No,No,No,,,
UA3442,2025-07-31,,,,,,,,,,,
UA3782,2025-08-22,Won,No,No,No,No,No,No,No,,,
UA3855,,,,,,No,No,No,No,,,
UA3855,2024-11-30,,,,,,,,,,,
UA3855,2025-11-30,,,,,,,,,,,
UA4081,,,,,,Yes,Yes,No,No,,,
UA4081,2025-07-31,,,,,,,,,,,
UA4219,,,,,,No,No,No,No,,,
UA4219,2026-12-03,,,,,,,,,,,
UA4570,,,,,,No,No,No,No,,,
UA4570,2023-05-20,,,,,,,,,,,
UA4570,2024-05-20,,,,,,,,,,,
UA4570,2025-05-20,,,,,,,,,,,
UA4576,2024-11-21,Won,No,No,No,No,No,No,No,,,
UA4576,2025-11-21,Won,No,No,No,No,No,No,No,,,
UA4578,2024-08-11,,,,,,,,,,,
UA4578,2024-11-08,Churned,No,Yes,Yes,,,,,,,
UA4583,,,,,,No,No,No,No,,,
UA4583,2023-07-24,,,,,,,,,,,
UA4583,2024-07-24,,,,,,,,,,,
UA4583,2025-07-24,,,,,,,,,,,
UA4773,,,,,,No,No,No,No,,,
UA4773,2026-03-13,,,,,,,,,,,
UA5018,2023-05-08,,,,,,,,,,,
UA5018,2024-05-08,,,,,,,,,,,
UA5018,2025-05-08,,,,,,,,,,,
UA5215,2023-05-22,,,,,,,,,,,
UA5215,2024-05-22,Won,No,No,No,No,No,No,No,,,
UA5215,2025-05-22,,,,,,,,,,,
UA5550,,,,,,No,No,No,No,,,
UA5550,2025-04-19,,,,,,,,,,,
UA5592,2023-07-06,,,,,,,,,,,
UA5592,2024-07-06,,,,,,,,,,,
UA5592,2025-07-06,,,,,,,,,,,
UA5717,2023-04-24,,,,,,,,,,,
UA5891,2025-04-07,,,,,,,,,,,
UA5891,2025-07-04,Won,No,No,No,No,No,No,Yes,,,
UA6058,,,,,,No,No,No,No,,,
UA6058,2023-07-31,,,,,,,,,,,
UA6058,2024-07-31,,,,,,,,,,,
UA6058,2025-07-31,,,,,,,,,,,
UA6101,,,,,,No,No,No,No,,,
UA6101,2025-03-30,,,,,,,,,No,Neutral,Not Discussed
UA6247,2023-07-31,,,,,,,,,,,
UA6247,2024-07-31,Won,No,No,No,No,No,No,No,,,
UA6247,2025-07-31,,,,,,,,,,,
UA6261,,,,,,No,No,No,No,,,
UA6574,,,,,,No,No,No,No,,,
UA6574,2026-01-30,,,,,,,,,No,Not Discussed,Not Discussed
UA6697,2025-07-27,Won,No,No,No,No,No,No,No,,,
UA7139,2023-04-28,,,,,,,,,,,
UA7139,2024-04-28,,,,,,,,,,,
UA7139,2025-04-28,,,,,,,,,,,
UA7327,2024-06-27,Won,No,Yes,No,No,No,No,No,,,
UA7327,2025-06-27,Won,No,No,No,No,No,No,No,,,
UA7488,,,,,,No,No,No,No,,,
UA7576,,,,,,No,No,No,No,,,
UA7576,2025-01-29,,,,,,,,,,,
UA7576,2026-01-29,,,,,,,,,,,
UA7677,2023-06-23,,,,,,,,,,,
UA7677,2024-06-23,,,,,,,,,,,
UA7677,2025-06-23,,,,,,,,,,,
UA7703,2025-04-18,Won,No,No,No,No,No,No,No,,,
UA7857,,,,,,No,No,No,No,,,
UA7857,2025-09-06,,,,,,,,,No,Not Discussed,Not Discussed
UA7876,,,,,,No,No,No,No,,,
UA7876,2026-02-25,,,,,,,,,,,
UA7916,2023-06-26,,,,,,,,,,,
UA8033,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UA8033,,,,,,No,No,No,No,,,
UA8033,2025-01-25,,,,,,,,,No,Satisfied,Not Discussed
UA8049,2023-10-27,,,,,,,,,,,
UA8076,2023-10-26,,,,,,,,,,,
UA8160,,,,,,No,No,No,No,,,
UA8160,2024-11-13,,,,,,,,,,,
UA8160,2025-11-13,,,,,,,,,,,
UA8207,2023-05-26,,,,,,,,,,,
UA8207,2024-05-26,Won,No,No,No,,,,,,,
UA8207,2025-05-26,,,,,,,,,,,
UA8236,2025-03-21,Won,No,No,No,No,No,No,No,,,
UA8642,2023-10-29,,,,,,,,,,,
UA8642,2024-10-29,,,,,,,,,,,
UA8714,,,,,,No,No,No,No,,,
UA8714,2023-12-04,,,,,,,,,,,
UA8714,2024-12-04,,,,,,,,,,,
UA8714,2025-12-04,,,,,,,,,,,
UA8825,2024-09-03,,,,,,,,,,,
UA8872,,,,,,No,No,No,No,,,
UA8944,2023-08-04,,,,,,,,,,,
UA8944,2024-08-04,,,,,,,,,,,
UA8944,2025-08-04,,,,,,,,,,,
UA9005,2025-06-01,Won,No,Yes,No,No,No,No,No,,,
UA9035,2025-03-25,Won,No,unknown,No,No,No,No,No,,,
UA9272,2023-07-20,,,,,,,,,,,
UA9350,,,,,,No,No,No,No,,,
UB0238,,,,,,No,No,No,No,,,
UB0326,2023-05-11,,,,,,,,,,,
UB0396,2023-10-19,,,,,,,,,,,
UB0396,2024-10-19,Won,No,No,No,,,,,,,
UB0396,2025-10-19,,,,,,,,,,,
UB0899,,,,,,No,No,No,Yes,,,
UB0942,,,,,,No,No,No,No,,,
UB0942,2023-12-21,,,,,,,,,,,
UB0942,2024-12-21,,,,,,,,,,,
UB0942,2025-12-21,,,,,,,,,,,
UB1019,2026-01-28,Churned,No,No,Yes,Yes,Yes,Yes,No,,,
UB1057,,,,,,No,No,No,No,,,
UB1270,2023-05-17,,,,,,,,,,,
UB1270,2024-05-17,,,,,,,,,,,
UB1270,2025-05-17,,,,,,,,,,,
UB1271,2023-02-21,,,,,,,,,,,
UB1271,2024-02-21,,,,,,,,,,,
UB1271,2025-02-21,,,,,,,,,,,
UB1271,2026-02-21,,,,,,,,,,,
UB1413,2024-09-19,Won,No,No,No,,,,,,,
UB1443,,,,,,No,No,No,No,,,
UB1443,2023-10-06,,,,,,,,,,,
UB1443,2024-10-06,,,,,,,,,,,
UB1443,2025-10-06,,,,,,,,,,,
UB1842,,,,,,No,No,No,No,,,
UB1842,2024-06-29,,,,,,,,,,,
UB1842,2025-06-29,,,,,,,,,,,
UB1931,2024-05-10,,,,,,,,,,,
UB1931,2025-05-10,,,,,,,,,,,
UB1970,,,,,,No,No,No,No,,,
UB2039,2026-02-14,Won,No,No,No,No,No,No,No,,,
UB2188,2023-05-01,,,,,,,,,,,
UB2339,2023-10-28,,,,,,,,,,,
UB2339,2024-10-28,Churned,No,No,No,,,,,,,
UB2635,,,,,,No,No,No,No,,,
UB2635,2025-04-15,,,,,,,,,,,
UB2644,2023-05-12,,,,,,,,,,,
UB2644,2024-05-12,,,,,,,,,,,
UB2644,2024-12-05,Won,No,No,No,No,No,No,No,,,
UB2644,2025-05-12,,,,,,,,,,,
UB2644,2025-12-05,Won,No,No,No,No,No,No,No,,,
UB2765,2023-05-25,,,,,,,,,,,
UB3072,,,,,,No,No,No,No,,,
UB3072,2025-03-26,,,,,,,,,,,
UB3272,2023-12-16,,,,,,,,,,,
UB3272,2024-12-16,,,,,,,,,,,
UB3272,2025-12-16,,,,,,,,,,,
UB3391,,,,,,No,No,No,No,,,
UB3391,2025-09-26,,,,,,,,,,,
UB3582,,,,,,No,Yes,No,No,,,
UB3582,2023-12-01,,,,,,,,,,,
UB3582,2024-12-01,,,,,,,,,,,
UB3582,2025-12-01,,,,,,,,,,,
UB3582,2026-12-01,,,,,,,,,,,
UB3716,,,,,,No,No,No,No,,,
UB3716,2023-04-20,,,,,,,,,,,
UB3716,2024-04-20,,,,,,,,,,,
UB3716,2025-04-20,,,,,,,,,,,
UB3912,2023-08-24,,,,,,,,,,,
UB3912,2024-08-24,,,,,,,,,,,
UB3912,2025-08-24,,,,,,,,,,,
UB3979,,,,,,No,No,No,No,,,
UB3979,2025-08-05,,,,,,,,,,,
UB4130,2024-05-19,Won,No,No,No,No,No,No,No,,,
UB4130,2025-05-19,Won,No,No,No,No,No,No,No,,,
UB4249,,,,,,No,No,No,No,,,
UB4249,2023-03-23,,,,,,,,,,,
UB4249,2024-03-23,,,,,,,,,,,
UB4249,2025-03-23,,,,,,,,,,,
UB4340,2023-06-16,,,,,,,,,,,
UB4459,,,,,,No,Yes,Yes,No,,,
UB4459,2025-09-19,,,,,,,,,,,
UB4524,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UB4524,,,,,,No,No,No,No,,,
UB4524,2025-07-02,,,,,,,,,,,
UB4608,2024-05-19,Won,No,No,No,No,No,No,No,,,
UB4867,2026-02-02,Won,No,No,No,No,No,No,No,,,
UB4949,2024-09-23,Won,No,No,Yes,No,No,No,No,,,
UB4949,2025-09-23,Won,No,No,No,No,No,No,No,,,
UB5246,2024-11-17,Won,No,No,No,No,No,No,No,,,
UB5246,2025-11-17,,,,,,,,,,,
UB5656,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UB5656,2023-10-01,,,,,,,,,,,
UB5656,2024-10-01,,,,,,,,,,,
UB5656,2025-10-01,,,,,,,,,,,
UB5656,2026-10-01,,,,,,,,,,,
UB6042,2023-05-20,,,,,,,,,,,
UB6076,2024-07-18,,,,,,,,,,,
UB6076,2025-07-18,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UB6163,,,,,,No,Yes,No,No,,,
UB6163,2025-02-23,,,,,,,,,,,
UB6442,,,,,,No,Yes,No,No,,,
UB6442,2025-01-05,,,,,,,,,,,
UB6775,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UB6775,,,,,,Yes,Yes,Yes,No,,,
UB6775,2025-01-15,,,,,,,,,,,
UB6775,2026-01-15,,,,,,,,,,,
UB6909,2023-06-27,,,,,,,,,,,
UB6982,,,,,,No,No,No,No,,,
UB6982,2025-11-07,,,,,,,,,,,
UB7137,,,,,,No,No,No,No,,,
UB7412,2023-01-05,,,,,,,,,,,
UB7412,2024-01-05,,,,,,,,,,,
UB7412,2024-05-01,Won,No,Yes,Yes,Yes,Yes,No,No,,,
UB7412,2025-01-05,,,,,,,,,,,
UB7426,,,,,,Yes,Yes,Yes,No,,,
UB7426,2023-05-12,,,,,,,,,,,
UB7426,2024-05-12,,,,,,,,,,,
UB7426,2025-05-12,,,,,,,,,,,
UB7591,2023-05-05,,,,,,,,,,,
UB7591,2024-05-05,Won,No,No,No,No,No,No,Yes,,,
UB7591,2025-05-05,Churned,Yes,unknown,No,No,No,No,Yes,,,
UB7633,,,,,,No,No,No,No,,,
UB7633,2026-03-13,,,,,,,,,,,
UB7640,2023-12-16,,,,,,,,,,,
UB7640,2024-12-16,Won,No,No,Yes,No,No,No,No,,,
UB7640,2025-12-16,,,,,,,,,,,
UB7785,2023-09-07,,,,,,,,,,,
UB7894,2024-03-29,,,,,,,,,,,
UB7894,2025-03-29,,,,,,,,,,,
UB8012,,,,,,Yes,Yes,No,No,,,
UB8012,2023-01-03,,,,,,,,,,,
UB8012,2024-01-03,,,,,,,,,,,
UB8012,2025-01-03,,,,,,,,,,,
UB8012,2026-01-03,,,,,,,,,,,
UB8029,,,,,,No,No,No,No,,,
UB8029,2024-10-07,,,,,,,,,,,
UB8029,2025-10-07,,,,,,,,,,,
UB8132,2024-11-08,Won,No,No,No,No,Yes,Yes,No,,,
UB8132,2025-08-11,,,,,,,,,No,Satisfied,90
UB8554,2023-01-11,,,,,,,,,,,
UB8554,2024-01-11,,,,,,,,,,,
UB8554,2025-01-11,,,,,,,,,,,
UB8699,2023-05-31,,,,,,,,,,,
UB8913,2023-10-03,,,,,,,,,,,
UB8913,2024-10-03,,,,,,,,,,,
UB8913,2025-10-03,,,,,,,,,,,
UB8913,2026-03-10,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UB8913,2026-03-10,Won,No,No,No,No,No,No,No,,,
UB8913,2026-10-03,,,,,,,,,,,
UB9252,2023-06-29,,,,,,,,,,,
UB9252,2024-06-29,Churned,Yes,No,No,,,,,,,
UB9345,2023-01-04,,,,,,,,,,,
UB9345,2024-01-04,,,,,,,,,,,
UB9345,2025-01-04,,,,,,,,,,,
UB9369,2023-11-08,,,,,,,,,,,
UB9515,2023-11-27,,,,,,,,,,,
UB9515,2024-11-27,,,,,,,,,,,
UB9515,2025-11-27,Won,No,No,No,No,No,No,No,,,
UB9642,,,,,,No,No,No,No,,,
UB9642,2023-05-26,,,,,,,,,,,
UB9642,2024-05-26,,,,,,,,,,,
UB9642,2025-05-26,,,,,,,,,,,
UB9766,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UB9766,,,,,,No,No,No,No,,,
UB9866,2023-01-05,,,,,,,,,,,
UC0011,2025-01-16,Churned,Yes,No,No,No,No,No,No,,,
UC0226,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UC0226,,,,,,No,No,No,Yes,,,
UC0226,2023-03-02,,,,,,,,,,,
UC0226,2024-03-02,,,,,,,,,,,
UC0226,2025-03-02,,,,,,,,,,,
UC0226,2026-03-02,,,,,,,,,,,
UC0293,2025-01-05,Won,No,No,No,No,No,No,No,,,
UC0293,2025-05-01,,,,,,,,,,,
UC0293,2026-05-01,,,,,,,,,,,
UC0356,,,,,,No,No,No,No,,,
UC0356,2025-10-24,,,,,,,,,No,Satisfied,90
UC0612,2023-03-04,,,,,,,,,,,
UC0612,2024-03-04,,,,,,,,,,,
UC0612,2025-03-04,,,,,,,,,,,
UC0612,2025-04-03,Won,No,unknown,No,No,No,No,No,,,
UC1131,,,,,,No,No,No,No,,,
UC1131,2025-04-10,,,,,,,,,No,Not Discussed,Not Discussed
UC1417,,,,,,No,No,No,No,,,
UC1433,,,,,,No,No,No,No,,,
UC1467,2024-06-10,,,,,,,,,,,
UC1490,,,,,,No,No,No,No,,,
UC1490,2025-10-01,,,,,,,,,,,
UC1490,2026-10-01,,,,,,,,,,,
UC1598,2023-04-24,,,,,,,,,,,
UC1598,2024-04-24,,,,,,,,,,,
UC2289,,,,,,No,No,No,No,,,
UC2351,,,,,,Yes,Yes,Yes,No,,,
UC2351,2023-01-30,,,,,,,,,,,
UC2351,2024-01-30,,,,,,,,,,,
UC2351,2025-01-30,,,,,,,,,,,
UC2351,2026-01-30,,,,,,,,,,,
UC2404,2023-10-29,,,,,,,,,,,
UC2404,2024-10-29,,,,,,,,,,,
UC2404,2025-10-29,Won,No,No,Yes,No,No,No,No,,,
UC2788,,,,,,Yes,Yes,Yes,Yes,,,
UC2788,2023-10-21,,,,,,,,,,,
UC2788,2024-10-21,,,,,,,,,,,
UC2788,2026-01-21,,,,,,,,,,,
UC3077,2025-03-15,Won,No,No,Yes,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UC3077,2025-03-15,Won,No,No,Yes,No,No,No,No,,,
UC3077,2026-03-15,,,,,,,,,,,
UC3566,2023-03-25,,,,,,,,,,,
UC3566,2024-03-25,,,,,,,,,,,
UC3566,2025-03-25,,,,,,,,,,,
UC3566,2026-03-25,,,,,,,,,,,
UC3805,2023-09-09,,,,,,,,,,,
UC3846,2023-12-07,,,,,,,,,,,
UC3846,2024-12-07,,,,,,,,,,,
UC4030,2025-06-27,Won,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,
UC4114,2024-11-03,Won,No,No,No,No,No,No,No,,,
UC4646,2023-03-07,,,,,,,,,,,
UC4646,2024-03-07,,,,,,,,,,,
UC4689,2024-11-16,,,,,,,,,,,
UC4855,2023-11-14,,,,,,,,,,,
UC5083,2023-12-22,,,,,,,,,,,
UC5083,2024-12-22,Won,No,No,No,,,,,,,
UC5083,2025-12-22,,,,,,,,,,,
UC5101,2025-03-22,Won,No,unknown,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UC5101,2025-03-22,Won,No,unknown,No,No,No,No,No,,,
UC5138,2023-01-26,,,,,,,,,,,
UC5138,2024-01-26,,,,,,,,,,,
UC5138,2025-01-26,Won,No,No,No,No,No,No,No,,,
UC5138,2026-01-26,,,,,,,,,,,
UC5237,2023-07-29,,,,,,,,,,,
UC5268,,,,,,No,No,No,No,,,
UC5268,2025-01-29,,,,,,,,,No,Not Discussed,Not Discussed
UC5710,2023-04-22,,,,,,,,,,,
UC5710,2024-04-22,,,,,,,,,,,
UC5710,2025-04-22,,,,,,,,,,,
UC5996,2024-07-19,Won,No,No,No,,,,,,,
UC5996,2025-07-19,,,,,,,,,,,
UC6239,2023-02-21,,,,,,,,,,,
UC6239,2024-02-21,,,,,,,,,,,
UC6239,2025-02-21,,,,,,,,,,,
UC6239,2026-02-21,,,,,,,,,,,
UC6274,,,,,,No,No,No,No,,,
UC6274,2023-08-04,,,,,,,,,,,
UC6274,2024-08-04,,,,,,,,,,,
UC6274,2025-08-04,,,,,,,,,,,
UC6319,,,,,,No,No,No,No,,,
UC6319,2023-07-06,,,,,,,,,,,
UC6319,2024-07-06,,,,,,,,,,,
UC6319,2025-07-06,,,,,,,,,,,
UC6640,2025-04-10,,,,,,,,,No,Neutral,Not Discussed
UC6640,2025-10-04,Won,No,No,No,No,No,No,No,,,
UC6919,,,,,,No,Yes,No,No,,,
UC6919,2025-01-23,,,,,,,,,,,
UC7036,,,,,,No,No,No,No,,,
UC7036,2023-02-06,,,,,,,,,,,
UC7036,2024-02-06,,,,,,,,,,,
UC7036,2025-02-06,,,,,,,,,,,
UC7205,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UC7205,,,,,,No,No,No,No,,,
UC7205,2023-12-03,,,,,,,,,,,
UC7205,2024-12-03,,,,,,,,,,,
UC7205,2025-12-03,,,,,,,,,,,
UC7205,2026-12-03,,,,,,,,,,,
UC7219,2023-03-18,,,,,,,,,,,
UC7510,,,,,,No,No,No,No,,,
UC7540,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
UC7540,,,,,,No,No,No,No,,,
UC7574,2023-10-20,,,,,,,,,,,
UC7574,2024-10-20,,,,,,,,,,,
UC7647,,,,,,No,No,No,No,,,
UC7868,2023-03-19,,,,,,,,,,,
UC7868,2024-03-19,,,,,,,,,,,
