Co_Ref,Prospect_Outcome,Prospect_Renewal_Date
YD8282,Won,17-06-2023
DO6470,Won,15-05-2023
MH7209,Won,07-08-2023
BJ3972,Won,25-10-2023
II1861,Won,01-06-2023
JC5250,Won,21-11-2023
QA8381,Won,14-09-2023
DZ2462,Won,24-10-2023
MT0628,Won,21-10-2023
WH9671,Won,03-12-2023
YA7690,Won,19-05-2023
NH1048,Won,24-07-2023
TC2516,Won,02-07-2023
DJ0066,Won,17-07-2023
ER9360,Won,16-07-2023
FJ4538,Won,11-07-2023
KJ1724,Won,15-07-2023
OU1553,Won,21-07-2023
DS4724,Won,30-07-2023
HU0479,Won,10-07-2023
TL9892,Won,07-07-2023
HZ0430,Won,31-07-2023
WP8187,Won,19-04-2023
XZ4306,Won,30-08-2023
VN7840,Won,22-04-2023
WI3117,Won,12-10-2023
MI1180,Won,17-10-2023
SZ6754,Won,30-10-2023
ZF3610,Won,03-11-2023
KW8060,Won,08-09-2023
JN3347,Won,05-10-2023
FW5916,Won,08-09-2023
NL0577,Won,02-09-2023
ID7274,Won,12-06-2023
OQ6792,Won,14-05-2023
ZU8960,Won,19-10-2023
LG8812,Won,21-09-2023
WU3358,Won,02-05-2023
MS8655,Won,11-05-2023
OR7786,Won,30-09-2023
IC9042,Won,18-06-2023
KJ3397,Won,23-08-2023
OQ6305,Won,19-06-2023
FA1644,Won,25-08-2023
LT9158,Won,14-08-2023
LL2177,Won,23-09-2023
NW0402,Won,08-11-2023
PD0222,Won,21-10-2023
PD8449,Won,15-05-2023
NY8958,Won,08-08-2023
HP2824,Won,06-11-2023
PU8153,Won,06-09-2023
DD3777,Won,08-09-2023
PV9510,Won,03-10-2023
KU4795,Won,09-05-2023
LX6761,Won,09-11-2023
KP8033,Won,22-08-2023
ID3689,Won,11-06-2023
NI7531,Won,08-05-2023
PP3298,Won,31-05-2023
BZ0743,Won,04-05-2023
EX5658,Won,24-09-2023
IB0956,Won,17-10-2023
KI0124,Won,31-08-2023
RW2034,Won,26-08-2023
DH4152,Won,09-12-2023
FA6211,Won,10-11-2023
GV9298,Won,24-09-2023
KA0665,Won,26-08-2023
LK3748,Won,22-05-2023
TJ0017,Won,08-09-2023
JN4818,Won,30-07-2023
IQ8025,Won,15-07-2023
KP8424,Won,01-05-2023
CI1085,Won,22-06-2023
GY6707,Won,18-04-2023
DD1563,Won,01-11-2023
QJ0119,Won,29-11-2023
IE2233,Won,01-04-2023
JJ4445,Won,13-06-2023
PS0783,Won,29-05-2023
HA3092,Won,09-06-2023
PS4129,Won,13-06-2023
RW6983,Won,14-08-2023
EG8827,Won,11-05-2023
GS0426,Won,21-07-2023
PU1585,Won,30-04-2023
VO1664,Won,01-05-2023
QY9417,Won,19-11-2023
VV1470,Won,31-05-2023
PE9682,Won,31-10-2023
VH3204,Won,29-09-2023
OJ1259,Won,09-05-2023
QH8886,Won,28-09-2023
TQ5247,Won,15-11-2023
CJ7921,Won,12-10-2023
PO6857,Won,22-10-2023
LV0539,Won,14-05-2023
RB3547,Won,11-07-2023
WI0521,Won,27-10-2023
YR0378,Won,12-06-2023
FW0500,Won,08-05-2023
YG1968,Won,11-04-2023
IG7176,Won,31-05-2023
MB6981,Won,11-08-2023
IO7171,Won,24-05-2023
MG8720,Won,16-04-2023
WC2922,Won,08-08-2023
DV9705,Won,02-05-2023
KT7362,Won,16-10-2023
LX7191,Won,10-05-2023
FX0690,Won,30-11-2023
OU8656,Won,21-11-2023
KX5176,Won,08-08-2023
MH5592,Won,28-08-2023
OO1558,Won,10-05-2023
VH5117,Won,30-05-2023
LK5379,Won,18-09-2023
WQ0776,Won,03-08-2023
HW5229,Won,11-04-2023
QH5549,Won,04-06-2023
RH3784,Won,15-11-2023
IU2493,Won,13-06-2023
MW1565,Won,12-11-2023
CR6313,Won,19-05-2023
JM8126,Won,28-08-2023
QA5058,Won,04-12-2023
CI3999,Won,01-10-2023
IH0973,Won,18-06-2023
NM7588,Won,29-10-2023
NU3433,Won,15-04-2023
CV3845,Won,24-09-2023
LY1435,Won,12-04-2023
UF2221,Won,27-08-2023
VW4936,Won,23-05-2023
BU3744,Won,29-06-2023
TP5641,Won,15-11-2023
FO4622,Won,11-06-2023
SS1639,Won,15-09-2023
OJ4348,Won,10-12-2023
VE0202,Won,01-05-2023
OI6488,Won,21-06-2023
EB2777,Won,21-11-2023
GH5794,Won,08-08-2023
PX7945,Won,08-11-2023
CR0854,Won,17-05-2023
ML0973,Won,19-05-2023
AV8504,Won,24-10-2023
GT5083,Won,17-04-2023
OO5521,Won,01-09-2023
RE5954,Won,21-12-2023
WY2058,Won,02-12-2023
ZA4582,Won,21-11-2023
BB9612,Won,13-07-2023
TK4909,Won,08-10-2023
WL4836,Won,15-08-2023
EH1176,Won,02-09-2023
AY0796,Won,19-11-2023
SS0587,Won,09-07-2023
TI4124,Won,10-05-2023
LJ0114,Won,17-08-2023
CX7995,Won,04-04-2023
IX4449,Won,14-07-2023
KH1721,Won,04-07-2023
QG8745,Won,07-08-2023
CI0290,Won,20-09-2023
CY3826,Won,10-10-2023
GU8228,Won,07-11-2023
WP9130,Won,27-04-2023
FB1964,Won,21-07-2023
KB1276,Won,10-05-2023
YO6262,Won,17-10-2023
EF4654,Won,02-08-2023
NH9737,Won,26-10-2023
QH8438,Won,15-05-2023
DG8317,Won,16-04-2023
ES2300,Won,19-06-2023
LA8717,Won,31-05-2023
NG2777,Won,10-07-2023
VR2199,Won,26-09-2023
ZC0867,Won,10-11-2023
ZF4638,Won,16-05-2023
DZ9632,Won,15-11-2023
QT0499,Won,09-10-2023
PL6456,Won,25-04-2023
QT2889,Won,10-10-2023
IJ2111,Won,13-07-2023
KH3073,Won,19-09-2023
ZA9450,Won,03-07-2023
CK9839,Won,17-04-2023
HK5384,Won,31-05-2023
IM3622,Won,13-11-2023
KJ2804,Won,30-07-2023
LA6699,Won,27-06-2023
LS6628,Won,30-04-2023
MP6911,Won,09-05-2023
RK5562,Won,22-07-2023
MF7133,Won,14-12-2023
OR1888,Won,10-08-2023
OS2816,Won,18-05-2023
SU0113,Won,02-06-2023
EQ0547,Won,10-10-2023
UB1443,Won,10-06-2023
QU0455,Won,01-12-2023
OP5808,Won,23-10-2023
GZ7845,Won,14-06-2023
KZ0048,Won,15-10-2023
CJ2285,Won,15-07-2023
TZ5010,Won,03-06-2023
ZP6380,Won,13-06-2023
CP1167,Won,15-06-2023
FA3860,Won,11-05-2023
KN4983,Won,15-05-2023
PI6139,Won,15-05-2023
MA5943,Won,04-04-2023
UI4750,Won,02-09-2023
WZ4693,Won,02-11-2023
DV4452,Won,20-09-2023
MK1982,Won,25-06-2023
NM0978,Won,08-09-2023
UL7216,Won,10-06-2023
DZ6196,Won,05-10-2023
GS7435,Won,18-11-2023
PR3622,Won,14-05-2023
EU5791,Won,23-08-2023
LY1476,Won,14-10-2023
WI1583,Won,28-04-2023
AF3809,Won,23-05-2023
AY5807,Won,12-07-2023
BJ2609,Won,13-07-2023
RG9401,Won,03-04-2023
LL2416,Won,23-09-2023
FB9570,Won,13-07-2023
SM0058,Won,18-12-2023
DN2919,Won,05-08-2023
GZ0053,Won,20-10-2023
MF7974,Won,12-04-2023
PN9244,Won,26-06-2023
SF8520,Won,02-10-2023
GR0342,Won,25-04-2023
PT7030,Won,10-10-2023
UQ6016,Won,23-08-2023
ZJ2806,Won,21-09-2023
OI5160,Won,13-08-2023
GN8440,Won,13-10-2023
PO4732,Won,31-07-2023
RB8980,Won,09-05-2023
XS5334,Won,22-04-2023
ES1989,Won,14-11-2023
MX2081,Won,26-09-2023
QF4871,Won,30-04-2023
UU6746,Won,10-12-2023
LK8247,Won,10-06-2023
GX4255,Won,18-10-2023
NR1035,Won,27-11-2023
FF7387,Won,26-10-2023
KO0958,Won,05-08-2023
VQ8979,Won,09-04-2023
EG5003,Won,21-05-2023
KO6395,Won,01-10-2023
FF4147,Won,10-04-2023
UN4108,Won,29-06-2023
BV1002,Won,13-11-2023
OK1306,Won,14-11-2023
DF9111,Won,14-09-2023
EV8939,Won,15-07-2023
UY8086,Won,04-06-2023
NT6369,Won,19-11-2023
TN0881,Won,03-11-2023
BT6068,Won,06-06-2023
IY9291,Won,23-11-2023
DH7647,Won,10-06-2023
YV4852,Won,05-11-2023
ET3700,Won,21-11-2023
UK4657,Won,04-09-2023
DD0555,Won,21-05-2023
DX1182,Won,07-06-2023
GP4559,Won,26-09-2023
XQ6842,Won,07-08-2023
DH9686,Won,04-07-2023
KG3283,Won,12-11-2023
LG6724,Won,30-11-2023
YI4772,Won,26-10-2023
DK0467,Won,25-11-2023
PK6817,Won,22-08-2023
IA3965,Won,28-06-2023
VE0430,Won,05-07-2023
XA3851,Won,28-06-2023
DA9877,Won,06-09-2023
OH7738,Won,30-10-2023
EI8796,Won,23-07-2023
GO3937,Won,01-11-2023
NS4225,Won,05-09-2023
PG6335,Won,19-09-2023
TU0150,Won,21-08-2023
PN3948,Won,04-10-2023
RL5891,Won,28-09-2023
BR6346,Won,31-07-2023
LH1452,Won,09-08-2023
QB7702,Won,18-09-2023
DJ6041,Won,30-10-2023
OL5885,Won,08-05-2023
UI4613,Won,11-12-2023
VI0974,Won,28-10-2023
ZU8407,Won,17-07-2023
KR7631,Won,27-08-2023
MW0724,Won,11-05-2023
YN1492,Won,07-05-2023
HS2554,Won,20-06-2023
LQ8441,Won,17-09-2023
LZ1293,Won,22-11-2023
QF5004,Won,18-12-2023
MS4635,Won,02-05-2023
DQ8209,Won,13-04-2023
DT1402,Won,20-05-2023
RC1951,Won,30-11-2023
WL7641,Won,04-06-2023
YO4179,Won,12-08-2023
ZT8683,Won,22-10-2023
JX4136,Won,16-07-2023
VP3448,Won,27-11-2023
FO4967,Won,16-04-2023
GF5507,Won,08-06-2023
KN9763,Won,20-10-2023
PY9587,Won,18-07-2023
UC7656,Won,05-05-2023
II6508,Won,20-06-2023
FQ1458,Won,23-04-2023
FN0388,Won,11-04-2023
JN0994,Won,30-07-2023
IG6671,Won,17-06-2023
IM2597,Won,11-12-2023
IZ1896,Won,17-07-2023
JN6730,Won,30-07-2023
LG3660,Won,17-09-2023
CY9808,Won,08-08-2023
GF9446,Won,20-06-2023
NR9159,Won,13-08-2023
YJ4482,Won,25-09-2023
LI8181,Won,01-11-2023
VQ6273,Won,05-07-2023
WQ4323,Won,22-10-2023
JA6608,Won,13-05-2023
MW4768,Won,09-10-2023
CS6705,Won,17-08-2023
QR7676,Won,06-08-2023
SM2802,Won,31-05-2023
VA2203,Won,06-11-2023
WV9610,Won,13-05-2023
ZM8700,Won,09-10-2023
ZR9340,Won,14-08-2023
ZS1953,Won,08-06-2023
EV7207,Won,17-11-2023
SH2860,Won,07-04-2023
WD7815,Won,25-04-2023
HA1550,Won,05-07-2023
PT3918,Won,20-11-2023
PN9100,Won,13-08-2023
PZ9414,Won,21-06-2023
TG1638,Won,29-10-2023
ES4140,Won,16-11-2023
UZ9380,Won,25-11-2023
OX2145,Won,05-11-2023
JS7593,Won,03-11-2023
WD4614,Won,01-11-2023
FM6521,Won,29-11-2023
QV1549,Won,01-11-2023
QL4756,Won,01-11-2023
CM6123,Won,14-11-2023
OE6309,Won,25-11-2023
KQ8071,Won,27-08-2023
TB7922,Won,15-04-2023
NE5816,Won,27-04-2023
PI8175,Won,14-09-2023
YO5961,Won,25-06-2023
HM9514,Won,01-07-2023
MN1356,Won,29-09-2023
PN4417,Won,17-05-2023
CP2891,Won,13-06-2023
DD8612,Won,09-05-2023
LQ8967,Won,11-07-2023
MI8203,Won,23-10-2023
NM8865,Won,20-05-2023
PP9990,Won,23-05-2023
JR1516,Won,14-07-2023
XP9524,Won,03-10-2023
HO7426,Won,08-09-2023
RO0007,Won,03-09-2023
TR7326,Won,03-10-2023
UD4445,Won,04-06-2023
DZ8501,Won,05-07-2023
LU7777,Won,06-10-2023
IN1440,Won,02-07-2023
OC8517,Won,10-06-2023
FX5309,Won,29-04-2023
LR0024,Won,04-04-2023
QJ8599,Won,13-08-2023
EX6366,Won,12-12-2023
ID9558,Won,09-07-2023
MB9973,Won,18-04-2023
AD6912,Won,08-10-2023
TA2980,Won,09-07-2023
TC2224,Won,03-09-2023
ML3776,Won,09-06-2023
OX0472,Won,07-12-2023
WA1881,Won,28-05-2023
CF3224,Won,26-10-2023
CP1235,Won,12-06-2023
EU3499,Won,18-11-2023
SN6788,Won,26-11-2023
WR3722,Won,07-09-2023
PQ8276,Won,06-06-2023
PS5333,Won,10-04-2023
XS7646,Won,06-11-2023
DY7328,Won,25-05-2023
IC7953,Won,10-06-2023
AK8373,Won,04-11-2023
QJ9086,Won,30-05-2023
CP3058,Won,01-11-2023
MI9995,Won,17-05-2023
GV1680,Won,24-06-2023
XQ3603,Won,28-09-2023
CX3434,Won,26-05-2023
LH8503,Won,17-06-2023
RK8669,Won,22-07-2023
CD1050,Won,07-11-2023
RA8528,Won,03-07-2023
ZK6314,Won,26-11-2023
IM0340,Won,05-06-2023
IL4232,Won,30-06-2023
SO8145,Won,25-05-2023
KW9627,Won,24-10-2023
OC9234,Won,20-04-2023
TC5092,Won,19-09-2023
GN2123,Won,02-04-2023
ZD6819,Won,22-05-2023
OK3191,Won,12-12-2023
HU5624,Won,27-06-2023
VQ3920,Won,16-06-2023
CV6287,Won,16-09-2023
EZ2335,Won,15-11-2023
BT5665,Won,14-11-2023
JZ0733,Won,29-08-2023
MU9978,Won,02-04-2023
SC6604,Won,17-04-2023
WD7253,Won,01-05-2023
NF6802,Won,02-07-2023
AD2389,Won,26-11-2023
ED3570,Won,07-12-2023
PM2945,Won,14-06-2023
KY0249,Won,11-09-2023
MV5944,Won,14-06-2023
OU6696,Won,24-10-2023
CR8703,Won,24-06-2023
DH7877,Won,02-06-2023
LD0692,Won,15-11-2023
PC7853,Won,24-07-2023
ZT7727,Won,16-07-2023
NX2954,Won,19-06-2023
WE9630,Won,07-10-2023
PR2188,Won,12-05-2023
RK1737,Won,15-10-2023
FC0105,Won,03-11-2023
QJ2872,Won,29-08-2023
MT8258,Won,14-05-2023
IK4327,Won,26-10-2023
VH5912,Won,23-10-2023
QV6913,Won,11-11-2023
DS1167,Won,29-09-2023
IF9054,Won,03-10-2023
IX0709,Won,02-09-2023
QG4431,Won,14-09-2023
QH9010,Won,14-09-2023
YM0441,Won,16-04-2023
SD2230,Won,14-12-2023
KD2999,Won,22-08-2023
KU3815,Won,18-08-2023
NG2786,Won,29-05-2023
ZG8906,Won,05-09-2023
FO2099,Won,15-04-2023
IP9598,Won,06-06-2023
MV6068,Won,23-05-2023
VW5720,Won,18-06-2023
BU1263,Won,15-06-2023
KF8370,Won,30-09-2023
KI8989,Won,28-05-2023
OX2159,Won,30-06-2023
QI1785,Won,08-09-2023
SK2133,Won,22-11-2023
SX0476,Won,17-12-2023
WF8533,Won,22-04-2023
FD1336,Won,30-07-2023
JB8319,Won,03-04-2023
MV8788,Won,26-07-2023
PJ3070,Won,21-05-2023
YG1150,Won,25-07-2023
BT7952,Won,21-06-2023
FA6002,Won,03-04-2023
GU9184,Won,11-06-2023
KH8657,Won,02-12-2023
PU1880,Won,18-05-2023
JR9768,Won,30-04-2023
MD1560,Won,27-05-2023
SZ5934,Won,12-08-2023
ZI4202,Won,19-05-2023
RY7298,Won,20-04-2023
HS6378,Won,26-06-2023
IR4460,Won,04-09-2023
QX2581,Won,14-11-2023
VN7170,Won,11-07-2023
SA4576,Won,19-10-2023
QK8168,Won,22-06-2023
FU4546,Won,15-08-2023
FX1067,Won,23-10-2023
NN7708,Won,13-05-2023
OU8245,Won,03-05-2023
XY9433,Won,09-08-2023
AJ6901,Won,04-06-2023
UC5363,Won,14-06-2023
CP3732,Won,15-12-2023
DN1334,Won,22-12-2023
UO7731,Won,14-06-2023
YI0856,Won,29-09-2023
NO7268,Won,24-04-2023
ZZ4760,Won,23-06-2023
BD5253,Won,19-05-2023
FF0456,Won,13-04-2023
JF8120,Won,03-05-2023
MI2706,Won,08-11-2023
OL4557,Won,16-12-2023
AX7281,Won,03-07-2023
WV6401,Won,01-11-2023
AF3924,Won,04-07-2023
BU3536,Won,30-05-2023
OE1768,Won,24-11-2023
XS0933,Won,03-04-2023
TS5904,Won,03-11-2023
WK8101,Won,08-11-2023
FX8071,Won,06-10-2023
JU6655,Won,29-04-2023
CO1047,Won,31-08-2023
FG0733,Won,28-10-2023
PH4676,Won,07-11-2023
QX2527,Won,14-04-2023
SQ3625,Won,15-12-2023
TQ2636,Won,06-06-2023
DU5726,Won,23-07-2023
EY2695,Won,07-12-2023
JJ7976,Won,06-06-2023
EP6062,Won,05-05-2023
MS5113,Won,02-05-2023
NJ3608,Won,29-04-2023
OL7738,Won,28-09-2023
PI3634,Won,28-08-2023
TK9023,Won,29-09-2023
TZ3506,Won,13-06-2023
GB2124,Won,03-10-2023
QT5656,Won,13-05-2023
QE5072,Won,30-10-2023
TR8404,Won,27-06-2023
WB3353,Won,17-04-2023
YD1217,Won,09-08-2023
CQ9060,Won,17-11-2023
TJ6276,Won,14-07-2023
DO8242,Won,20-04-2023
EN5030,Won,13-05-2023
ET5438,Won,05-07-2023
FU5691,Won,10-06-2023
KY8740,Won,03-04-2023
YJ8575,Won,10-04-2023
HL2899,Won,14-12-2023
IV6418,Won,11-06-2023
TL2557,Won,24-09-2023
ZI4441,Won,18-05-2023
GH3772,Won,26-04-2023
IC5696,Won,21-05-2023
PR3852,Won,05-06-2023
ES2945,Won,12-11-2023
IB5897,Won,15-06-2023
KD9163,Won,18-08-2023
PS0747,Won,14-10-2023
TP7967,Won,07-10-2023
LV6381,Won,08-10-2023
OE0812,Won,26-11-2023
YE6868,Won,01-09-2023
IU2172,Won,27-10-2023
LJ5970,Won,20-10-2023
PR1047,Won,26-04-2023
DK5123,Won,31-08-2023
CP1389,Won,18-07-2023
DE7294,Won,10-08-2023
HM1848,Won,30-09-2023
HR5074,Won,30-06-2023
IL4949,Won,24-07-2023
NM0854,Won,25-06-2023
TJ6314,Won,28-04-2023
TW2258,Won,09-10-2023
VJ8759,Won,17-10-2023
MN0028,Won,18-10-2023
QY4991,Won,18-10-2023
EV2944,Won,12-10-2023
JB1792,Won,13-10-2023
HK3717,Won,26-10-2023
NF7280,Won,25-10-2023
JY6759,Won,12-10-2023
QE8294,Won,26-10-2023
FJ4193,Won,18-09-2023
PI7715,Won,05-09-2023
QA3601,Won,13-09-2023
BU8511,Won,07-09-2023
NG3857,Won,05-09-2023
PS7842,Won,25-09-2023
NA7214,Won,16-09-2023
PM2591,Won,12-09-2023
EA9993,Won,09-05-2023
NX6984,Won,11-04-2023
PN8843,Won,29-11-2023
ZO2151,Won,17-11-2023
DK8288,Won,01-06-2023
VW4729,Won,07-11-2023
WF1023,Won,04-11-2023
AG1723,Won,20-06-2023
ZB4175,Won,14-04-2023
HI5668,Won,11-07-2023
JT6293,Won,19-06-2023
MV6059,Won,08-05-2023
NX2738,Won,06-12-2023
PH6721,Won,13-07-2023
RL6010,Won,10-07-2023
WM1735,Won,06-12-2023
ZX2603,Won,25-07-2023
RD4482,Won,19-12-2023
VK6036,Won,02-07-2023
CJ8425,Won,17-07-2023
IG1891,Won,16-06-2023
NZ2189,Won,25-06-2023
OO4592,Won,17-11-2023
TE7797,Won,13-07-2023
CT3043,Won,04-04-2023
EZ5657,Won,21-08-2023
JT4067,Won,28-11-2023
LH1979,Won,12-08-2023
QH7930,Won,23-11-2023
RX0187,Won,29-04-2023
GR5724,Won,14-05-2023
LE8975,Won,03-08-2023
ND2424,Won,21-05-2023
NF0827,Won,28-05-2023
UW7265,Won,23-08-2023
XH2322,Won,11-08-2023
YR8256,Won,28-06-2023
BO4069,Won,11-10-2023
DJ4461,Won,14-08-2023
JU4739,Won,03-11-2023
KQ6876,Won,27-08-2023
QA1335,Won,18-11-2023
WQ2144,Won,28-05-2023
YY8363,Won,24-05-2023
LT4420,Won,02-10-2023
TE4442,Won,17-09-2023
UA0989,Won,23-11-2023
CI3194,Won,19-09-2023
CU4254,Won,30-10-2023
WM2691,Won,09-12-2023
YU8321,Won,16-11-2023
RS6107,Won,11-12-2023
HG9879,Won,28-10-2023
YY2782,Won,21-09-2023
DO1699,Won,15-09-2023
FM2634,Won,12-05-2023
LF9453,Won,05-12-2023
NV7686,Won,19-09-2023
OM5790,Won,02-11-2023
UV0578,Won,21-10-2023
XP7178,Won,18-09-2023
GL3499,Won,03-11-2023
OU1916,Won,20-08-2023
WB8726,Won,15-11-2023
YI9240,Won,18-10-2023
NH3656,Won,07-07-2023
IX6122,Won,14-07-2023
OV8007,Won,17-07-2023
RF8001,Won,17-07-2023
TM3560,Won,14-07-2023
YF2911,Won,02-07-2023
DF9819,Won,03-07-2023
RL0581,Won,22-07-2023
DA6894,Won,27-06-2023
EZ4769,Won,03-06-2023
JY7618,Won,11-06-2023
NM9170,Won,09-06-2023
FN8020,Won,11-06-2023
HY3988,Won,01-06-2023
SM6279,Won,18-06-2023
ZE3039,Won,08-06-2023
TZ6734,Won,29-06-2023
NQ3396,Won,14-06-2023
YA5746,Won,29-06-2023
LX7836,Won,26-04-2023
OX7618,Won,01-04-2023
VS6835,Won,11-04-2023
WE2750,Won,22-04-2023
QC4351,Won,13-04-2023
VG9165,Won,16-04-2023
PK2639,Won,27-04-2023
JH4360,Won,03-04-2023
KF4679,Won,30-04-2023
TO3046,Won,06-04-2023
FW6953,Won,25-04-2023
LT9784,Won,22-04-2023
MH3978,Won,16-04-2023
VH3368,Won,30-11-2023
RE6193,Won,02-11-2023
EM3195,Won,02-11-2023
LX5634,Won,14-11-2023
CA9996,Won,14-11-2023
LF8535,Won,27-11-2023
DW0665,Won,10-11-2023
MJ9064,Won,04-11-2023
NT9724,Won,01-11-2023
HX8852,Won,12-11-2023
OY2398,Won,15-11-2023
WA3669,Won,11-11-2023
LE9692,Won,13-06-2023
MS8822,Won,09-06-2023
AX6475,Won,13-06-2023
DJ7832,Won,11-06-2023
IC8796,Won,13-06-2023
KY3135,Won,13-06-2023
HS1120,Won,12-06-2023
CP1384,Won,25-06-2023
GC6957,Won,29-06-2023
ID4246,Won,28-06-2023
PZ2244,Won,14-06-2023
DH3814,Won,26-04-2023
RJ0140,Won,18-04-2023
AA4831,Won,03-04-2023
DS9503,Won,19-04-2023
KJ6026,Won,15-04-2023
DN6432,Won,24-04-2023
JI4044,Won,09-04-2023
KW1902,Won,16-04-2023
IJ2138,Won,24-04-2023
NB0197,Won,17-05-2023
UB4130,Won,19-05-2023
BZ2896,Won,30-05-2023
TL3761,Won,13-05-2023
ZK9228,Won,04-05-2023
CW2067,Won,22-05-2023
TR6891,Won,28-05-2023
WT4515,Won,10-05-2023
QZ4436,Won,23-12-2023
AQ0587,Won,07-10-2023
FQ6610,Won,16-09-2023
FZ6217,Won,29-09-2023
SZ1425,Won,22-10-2023
EA7643,Won,14-10-2023
PF7479,Won,13-07-2023
FI1632,Won,31-08-2023
FP4182,Won,09-07-2023
KY1792,Won,08-08-2023
OW9508,Won,07-08-2023
TP7712,Won,20-09-2023
UC1417,Won,26-08-2023
FV5605,Won,28-07-2023
ZV5413,Won,06-10-2023
FK9967,Won,05-10-2023
KW3982,Won,12-09-2023
MK4800,Won,29-10-2023
NY1342,Won,30-09-2023
SG2250,Won,12-08-2023
XZ1779,Won,24-09-2023
FR1496,Won,13-09-2023
HB7140,Won,30-10-2023
JW9241,Won,22-07-2023
DB3887,Won,08-05-2023
XT4010,Won,04-09-2023
FB6155,Won,04-05-2023
DD6769,Won,21-09-2023
DU6478,Won,04-06-2023
TE7071,Won,17-09-2023
TI8102,Won,17-09-2023
ET4178,Won,17-11-2023
ME4112,Won,02-07-2023
QP6083,Won,05-10-2023
EJ3922,Won,05-08-2023
PR5773,Won,10-09-2023
OG4234,Won,08-12-2023
US5617,Won,31-05-2023
NF1190,Won,05-04-2023
RL6690,Won,16-10-2023
RN2884,Won,25-11-2023
TD7033,Won,24-09-2023
QW0257,Won,05-06-2023
FA1824,Won,08-06-2023
ZD5924,Won,25-06-2023
IK3477,Won,25-06-2023
NT2554,Won,26-06-2023
GZ6319,Won,06-06-2023
NJ7296,Won,01-06-2023
DE6252,Won,20-06-2023
UO0681,Won,06-06-2023
KL0844,Won,31-10-2023
AY5436,Won,01-10-2023
BF8808,Won,11-10-2023
RT2745,Won,14-10-2023
LQ2739,Won,10-10-2023
NP2880,Won,07-10-2023
BT1861,Won,11-10-2023
DA3070,Won,16-10-2023
IT9449,Won,30-07-2023
ZR4911,Won,22-07-2023
AZ6487,Won,28-07-2023
EG7871,Won,16-07-2023
LO2913,Won,28-07-2023
SM9618,Won,25-07-2023
ML5738,Won,07-07-2023
BE8531,Won,14-07-2023
LO0273,Won,06-09-2023
AB2056,Won,03-09-2023
KO1564,Won,04-09-2023
NW9006,Won,09-09-2023
NF7165,Won,07-09-2023
DF8633,Won,15-09-2023
DH2206,Won,09-09-2023
HQ6807,Won,18-09-2023
QL1992,Won,27-08-2023
MP5961,Won,16-05-2023
NG3704,Won,14-11-2023
RY6706,Won,15-11-2023
BG3643,Won,12-08-2023
IN3485,Won,23-04-2023
NF0588,Won,31-05-2023
OC2654,Won,08-08-2023
UY8341,Won,05-11-2023
YY5013,Won,23-08-2023
GC7378,Won,13-05-2023
MQ0974,Won,26-04-2023
UA3375,Won,24-04-2023
BS6747,Won,12-05-2023
FI1840,Won,10-04-2023
JT5763,Won,04-08-2023
MB2918,Won,02-11-2023
MG5852,Won,11-04-2023
SE6561,Won,07-08-2023
DU2656,Won,30-04-2023
FO0578,Won,19-07-2023
IL3648,Won,14-05-2023
QN1705,Won,08-11-2023
RM8878,Won,24-11-2023
FN5168,Won,11-04-2023
KP7325,Won,13-04-2023
WR7724,Won,01-08-2023
CY1321,Won,10-06-2023
GR1661,Won,26-07-2023
NE9809,Won,20-07-2023
RI5849,Won,07-11-2023
SB2030,Won,12-09-2023
LB2013,Won,10-06-2023
MS1652,Won,26-08-2023
XR0429,Won,21-05-2023
EY9430,Won,19-05-2023
HP6291,Won,01-04-2023
PS6049,Won,09-11-2023
FR1974,Won,25-04-2023
NC7169,Won,09-10-2023
UK7762,Won,30-08-2023
YI6874,Won,17-07-2023
HU2630,Won,20-06-2023
JZ1213,Won,21-12-2023
MV9777,Won,27-07-2023
BA0970,Won,23-07-2023
AT9943,Won,12-07-2023
FC9860,Won,10-04-2023
QA8505,Won,19-07-2023
IS1167,Won,17-05-2023
RF9674,Won,16-07-2023
VS1577,Won,08-04-2023
DH7477,Won,24-08-2023
SC1466,Won,09-08-2023
ZT9694,Won,05-07-2023
NF0349,Won,28-05-2023
PP8459,Won,10-08-2023
RB1405,Won,08-12-2023
GY4839,Won,24-05-2023
JA4324,Won,23-07-2023
LM7234,Won,26-09-2023
UP4423,Won,08-06-2023
DX8914,Won,29-08-2023
SR1921,Won,01-09-2023
EE1990,Won,13-06-2023
YY7608,Won,24-10-2023
AQ8312,Won,13-07-2023
AW4054,Won,23-05-2023
HW8947,Won,04-09-2023
UD7734,Won,11-07-2023
UD8986,Won,26-05-2023
ZZ1478,Won,13-04-2023
IA2619,Won,11-06-2023
JN4953,Won,30-09-2023
HG6294,Won,04-05-2023
WA1476,Won,09-10-2023
HK8836,Won,10-05-2023
RP6389,Won,17-07-2023
WY2430,Won,09-05-2023
YY7647,Won,30-05-2023
MA5555,Won,30-04-2023
IH5169,Won,28-05-2023
KF7803,Won,02-07-2023
BI5731,Won,12-06-2023
NV2993,Won,23-06-2023
RM6364,Won,04-05-2023
RY8971,Won,06-09-2023
RP0460,Won,08-04-2023
JL7982,Won,17-12-2023
CO5965,Won,17-07-2023
IX9129,Won,26-08-2023
KA1249,Won,26-08-2023
YK5635,Won,09-06-2023
AI3278,Won,09-05-2023
WR8741,Won,25-04-2023
FF3028,Won,16-04-2023
