Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors
TQ5247,2024-11-15,Won,No,No,No
TQ5247,2025-11-15,Won,No,No,No
TQ5385,2024-07-24,Won,Yes,Yes,Yes
TQ5562,2025-09-17,Won,No,No,No
TQ5863,2024-04-29,Won,No,No,No
TQ7442,2025-10-10,Won,No,No,No
TQ8021,2024-08-21,Won,No,No,No
TQ8152,2026-01-02,Won,No,No,No
TQ8244,2024-09-30,Won,No,No,No
TQ8244,2025-09-30,Won,No,No,No
TQ8368,2026-01-30,Won,No,No,No
TQ8897,2024-05-26,Won,No,No,No
TQ8897,2025-05-26,Won,No,No,No
TQ9216,2024-05-23,Won,No,No,No
TQ9563,2026-01-25,Churned,No,No,No
TR0913,2025-09-15,Won,No,Yes,No
TR1112,2025-10-02,Won,No,No,No
TR1134,2025-02-23,Won,No,No,No
TR1134,2026-02-23,Won,No,No,No
TR1236,2025-12-20,Won,No,No,No
TR1589,2025-03-15,Won,No,Yes,No
TR2402,2025-10-27,Won,No,No,No
TR3741,2025-07-27,Won,No,No,No
TR4104,2025-01-28,Won,No,No,No
TR4104,2026-01-28,Won,No,No,No
TR4348,2025-02-09,Churned,No,No,No
TR4821,2026-01-30,Won,No,No,No
TR5528,2024-06-24,Won,No,No,No
TR5528,2025-06-24,Won,No,No,No
TR5538,2025-03-27,Won,Yes,Yes,No
TR6406,2024-09-20,Won,No,No,No
TR7326,2025-10-03,Won,No,No,No
TR7689,2025-04-03,Won,No,unknown,No
TR8107,2025-09-30,Won,No,No,No
TR8404,2025-06-27,Won,No,No,No
TR9199,2025-07-18,Churned,No,No,No
TR9238,2025-10-03,Won,No,No,No
TR9380,2025-10-08,Won,No,Yes,Yes
TR9829,2025-01-18,Won,No,No,No
TS0557,2025-02-01,Won,No,Yes,No
TS0672,2025-10-04,Won,No,No,No
TS1193,2025-12-14,Won,No,No,No
TS2221,2024-06-08,Won,No,No,No
TS2221,2025-06-08,Won,No,No,No
TS2596,2024-06-17,Won,No,Yes,No
TS2598,2024-11-10,Won,No,Yes,No
TS2708,2025-01-29,Won,No,No,No
TS4122,2024-07-19,Won,No,No,No
TS4171,2024-05-31,Won,No,No,No
TS4994,2024-08-07,Won,No,No,No
TS5717,2024-09-20,Won,No,No,No
TS5792,2024-06-14,Won,No,No,No
TS5792,2025-06-14,Won,No,No,No
TS5904,2025-11-03,Won,No,Yes,No
TS5930,2024-10-09,Won,No,No,No
TS5980,2025-03-21,Churned,No,No,No
TS6977,2025-02-23,Won,No,Yes,No
TS7258,2024-04-29,Won,No,No,No
TS7333,2025-01-23,Churned,No,No,No
TS7395,2025-10-17,Won,No,No,No
TS7889,2025-02-24,Won,No,No,No
TT0220,2026-01-05,Won,No,No,No
TT0472,2024-08-02,Churned,No,No,No
TT0795,2025-03-02,Won,No,No,No
TT0795,2026-03-02,Won,No,No,No
TT1407,2025-01-04,Won,No,No,No
TT3341,2024-09-09,Won,No,No,No
TT3711,2024-11-29,Won,No,No,No
TT3711,2025-11-29,Won,No,No,No
TT3932,2025-02-24,Won,No,No,Yes
TT3932,2026-02-24,Churned,No,No,Yes
TT4276,2024-08-12,Won,No,No,No
TT4276,2025-08-12,Won,No,No,No
TT4317,2025-02-22,Won,No,No,No
TT4384,2024-09-07,Won,No,No,No
TT4568,2025-03-12,Won,No,No,No
TT5645,2024-07-08,Won,No,No,No
TT6566,2024-07-28,Won,No,No,No
TT7155,2024-12-13,Won,No,No,Yes
TT8059,2024-05-10,Won,No,No,No
TU0564,2025-06-28,Won,No,No,No
TU0973,2024-08-21,Won,No,No,No
TU1226,2025-10-30,Churned,Yes,Yes,Yes
TU1603,2026-02-05,Won,No,No,No
TU2349,2026-01-29,Won,No,No,No
TU2442,2025-06-28,Churned,No,No,No
TU2875,2025-02-05,Won,Yes,Yes,Yes
TU3051,2025-06-22,Won,No,No,No
TU3884,2024-10-02,Won,No,Yes,No
TU4896,2024-06-29,Won,No,No,No
TU4896,2025-06-29,Won,No,No,No
TU5174,2025-01-30,Won,No,No,No
TU5413,2025-01-31,Won,No,No,No
TU5558,2026-02-11,Won,No,No,No
TU5614,2024-07-05,Won,No,No,No
TU5614,2025-07-05,Won,No,No,No
TU5670,2024-05-18,Won,No,Yes,No
TU6091,2025-11-29,Won,No,No,No
TU6831,2025-09-12,Won,No,Yes,Yes
TU8422,2026-01-07,Won,No,No,No
TU8606,2025-04-16,Won,No,unknown,No
TU8793,2024-05-17,Won,No,Yes,No
TU9933,2024-08-17,Won,No,No,No
TV0140,2025-02-05,Won,No,No,No
TV0342,2026-01-21,Won,No,No,No
TV1503,2025-10-07,Won,No,No,No
TV2238,2025-07-04,Won,No,Yes,No
TV2533,2024-10-06,Won,No,No,No
TV2663,2024-06-10,Won,No,Yes,No
TV2663,2025-06-10,Won,No,No,No
TV3552,2024-05-05,Won,No,No,No
TV3565,2024-07-21,Won,No,No,No
TV3633,2025-02-17,Won,No,No,No
TV3860,2026-03-04,Won,No,No,No
TV4132,2025-10-08,Won,No,Yes,No
TV4225,2024-05-30,Won,No,Yes,No
TV5182,2024-07-24,Won,No,No,No
TV5182,2025-07-24,Won,No,No,No
TV5774,2025-01-05,Won,No,No,Yes
TV5774,2026-01-05,Won,No,No,No
TV6074,2025-09-05,Won,No,No,No
TV6735,2024-06-28,Won,No,No,Yes
TV7209,2024-12-08,Won,No,Yes,No
TV7705,2025-06-28,Won,No,No,No
TV7717,2025-09-28,Won,No,No,No
TV8080,2026-02-06,Won,No,No,No
TV8797,2026-01-31,Won,No,No,No
TV9504,2025-03-15,Won,No,No,No
TW0533,2024-08-21,Won,No,No,No
TW0533,2025-08-21,Won,No,No,No
TW0571,2024-09-25,Churned,No,No,No
TW0857,2024-08-17,Won,No,No,No
TW1302,2024-10-10,Won,No,No,No
TW1302,2025-10-10,Won,No,No,No
TW2143,2025-02-01,Won,No,No,No
TW2729,2025-03-30,Won,No,No,No
TW2984,2024-11-29,Won,No,No,No
TW3273,2025-03-15,Won,No,No,No
TW3462,2024-05-10,Won,No,No,No
TW3462,2025-05-10,Won,No,No,No
TW3664,2025-03-24,Won,No,Yes,No
TW3701,2024-12-12,Won,No,No,No
TW3701,2025-12-12,Won,No,No,No
TW4102,2024-10-26,Won,No,No,No
TW4102,2025-10-26,Won,No,No,No
TW4818,2025-02-15,Won,No,No,No
TW4827,2024-10-29,Won,No,No,No
TW4887,2025-12-01,Churned,No,No,No
TW4969,2024-09-16,Won,No,No,No
TW5613,2024-05-12,Won,No,No,No
TW6314,2025-02-03,Won,No,No,Yes
TW6393,2024-04-28,Won,No,No,No
TW6393,2025-04-28,Won,No,No,No
TW6569,2024-05-13,Won,No,No,No
TW6988,2025-01-17,Won,No,No,No
TW7516,2024-11-01,Won,No,Yes,No
TW7516,2025-11-01,Won,No,No,No
TW7922,2025-02-24,Won,No,No,No
TW8520,2025-08-29,Won,No,No,No
TW8545,2025-01-24,Won,No,No,No
TW9331,2024-09-23,Won,No,No,No
TW9413,2024-05-05,Won,No,No,No
TW9413,2025-05-05,Won,No,No,No
TX0282,2024-11-14,Won,No,No,No
TX0282,2025-11-14,Won,No,Yes,No
TX0744,2025-05-03,Won,No,No,No
TX0747,2025-06-03,Won,No,Yes,No
TX0986,2025-05-22,Won,No,No,No
TX1110,2024-06-06,Won,No,No,No
TX1167,2024-09-22,Won,No,No,Yes
TX2296,2024-10-11,Won,No,No,No
TX2296,2025-10-11,Won,No,Yes,Yes
TX2535,2024-10-13,Won,No,No,No
TX2695,2024-10-01,Won,No,No,No
TX2695,2025-10-01,Won,No,No,No
TX2972,2025-10-08,Won,No,No,No
TX3685,2025-07-04,Won,No,No,No
TX3917,2024-06-29,Won,No,No,No
TX3917,2025-06-29,Won,No,No,No
TX3957,2025-03-21,Won,No,No,No
TX4435,2026-01-23,Churned,No,No,unknown
TX5106,2024-07-02,Won,No,No,Yes
TX5593,2024-10-25,Won,No,No,No
TX6620,2024-09-03,Won,No,No,No
TX6620,2025-09-03,Won,No,No,No
TX7015,2025-02-06,Won,No,No,No
TX7192,2025-07-02,Won,No,No,No
TX7244,2024-11-09,Won,No,No,No
TX7647,2024-07-02,Won,No,No,No
TX7647,2025-07-02,Won,No,Yes,No
TX8032,2024-08-22,Won,No,No,No
TX8032,2025-08-22,Churned,No,Yes,No
TX8297,2024-10-10,Won,No,No,No
TX8297,2025-10-10,Churned,Yes,No,Yes
TX8355,2024-09-18,Won,No,Yes,No
TX8355,2025-09-18,Won,No,No,No
TX8758,2026-02-05,Won,No,No,No
TX9210,2024-11-02,Won,No,Yes,No
TX9210,2025-11-02,Churned,No,No,No
TX9227,2024-10-15,Won,No,unknown,No
TX9227,2025-10-15,Won,No,Yes,No
TX9376,2024-06-05,Won,No,No,No
TX9376,2025-06-05,Won,No,No,No
TY0519,2024-04-26,Won,No,Yes,No
TY0519,2025-04-26,Churned,No,No,No
TY0541,2024-11-21,Won,No,No,No
TY1059,2025-11-29,Won,No,No,No
TY1147,2025-04-13,Won,No,unknown,Yes
TY1387,2025-03-07,Won,No,No,No
TY1617,2024-10-15,Won,No,Yes,No
TY1617,2025-10-15,Won,No,No,No
TY1659,2025-03-02,Won,Yes,Yes,No
TY2104,2024-06-12,Won,No,No,Yes
TY2476,2025-06-11,Won,No,Yes,No
TY2628,2024-10-19,Churned,No,No,No
TY3529,2025-11-15,Won,No,No,No
TY4040,2025-12-09,Won,No,No,No
TY4246,2025-12-09,Won,No,No,No
TY5928,2024-05-12,Won,No,No,No
TY5928,2025-05-12,Won,No,Yes,No
TY6762,2024-05-09,Won,No,No,No
TY7481,2024-06-21,Churned,No,No,No
TY8318,2025-05-16,Won,No,Yes,No
TY8975,2026-03-12,Won,No,Yes,No
TY9035,2024-05-17,Won,No,No,No
TY9224,2025-02-19,Won,No,No,No
TY9307,2025-03-21,Won,No,No,No
TY9570,2025-01-09,Won,No,Yes,No
TY9570,2026-01-09,Won,No,No,No
TY9655,2025-09-12,Won,No,No,No
TY9824,2024-07-19,Won,No,No,No
TY9824,2025-07-19,Won,No,No,No
TZ0264,2025-03-14,Won,No,No,No
TZ1988,2025-08-28,Churned,Yes,Yes,No
TZ2204,2025-01-05,Won,No,No,No
TZ2204,2026-01-05,Won,No,No,No
TZ2369,2025-02-13,Churned,No,No,No
TZ2913,2025-04-04,Won,No,unknown,No
TZ3027,2024-06-29,Won,No,No,No
TZ3349,2026-01-12,Won,No,No,Yes
TZ3506,2024-06-13,Won,No,No,No
TZ3506,2025-06-13,Won,No,No,No
TZ3859,2024-09-12,Won,No,No,Yes
TZ5010,2024-06-03,Won,No,No,No
TZ5499,2024-08-24,Won,No,No,No
TZ5499,2025-08-24,Won,No,No,No
TZ5698,2024-05-19,Won,No,No,No
TZ5698,2025-05-19,Won,No,No,No
TZ5727,2024-05-13,Won,No,No,Yes
TZ6444,2024-05-24,Won,No,No,No
TZ6574,2025-01-29,Won,No,No,No
TZ7190,2025-11-04,Churned,No,Yes,No
TZ8241,2024-05-07,Won,No,No,No
TZ8241,2025-05-07,Won,No,No,No
TZ9061,2025-06-20,Won,No,No,No
TZ9350,2025-10-29,Won,No,No,No
UA0042,2026-01-30,Won,No,No,No
UA0914,2024-12-18,Churned,Yes,No,No
UA1463,2024-05-17,Won,No,No,No
UA2014,2025-03-29,Won,No,unknown,No
UA3075,2025-12-07,Won,No,No,No
UA3442,2024-07-31,Won,No,No,No
UA3782,2025-08-22,Won,No,No,No
UA4576,2024-11-21,Won,No,No,No
UA4576,2025-11-21,Won,No,No,No
UA4578,2024-11-08,Churned,No,Yes,Yes
UA5215,2024-05-22,Won,No,No,No
UA5891,2025-07-04,Won,No,No,No
UA6247,2024-07-31,Won,No,No,No
UA6697,2025-07-27,Won,No,No,No
UA7327,2024-06-27,Won,No,Yes,No
UA7327,2025-06-27,Won,No,No,No
UA7703,2025-04-18,Won,No,No,No
UA8207,2024-05-26,Won,No,No,No
UA8236,2025-03-21,Won,No,No,No
UA9005,2025-06-01,Won,No,Yes,No
UA9035,2025-03-25,Won,No,unknown,No
UB0396,2024-10-19,Won,No,No,No
UB1019,2026-01-28,Churned,No,No,Yes
UB1413,2024-09-19,Won,No,No,No
UB2039,2026-02-14,Won,No,No,No
UB2339,2024-10-28,Churned,No,No,No
UB2644,2024-12-05,Won,No,No,No
UB2644,2025-12-05,Won,No,No,No
UB4130,2024-05-19,Won,No,No,No
UB4130,2025-05-19,Won,No,No,No
UB4608,2024-05-19,Won,No,No,No
UB4867,2026-02-02,Won,No,No,No
UB4949,2024-09-23,Won,No,No,Yes
UB4949,2025-09-23,Won,No,No,No
UB5246,2024-11-17,Won,No,No,No
UB6076,2025-07-18,Won,No,No,No
UB7412,2024-05-01,Won,No,Yes,Yes
UB7591,2024-05-05,Won,No,No,No
UB7591,2025-05-05,Churned,Yes,unknown,No
UB7640,2024-12-16,Won,No,No,Yes
UB8132,2024-11-08,Won,No,No,No
UB8913,2026-03-10,Won,No,No,No
UB9252,2024-06-29,Churned,Yes,No,No
UB9515,2025-11-27,Won,No,No,No
UC0011,2025-01-16,Churned,Yes,No,No
UC0293,2025-01-05,Won,No,No,No
UC0612,2025-04-03,Won,No,unknown,No
UC2404,2025-10-29,Won,No,No,Yes
UC3077,2025-03-15,Won,No,No,Yes
UC4030,2025-06-27,Won,Yes,Yes,Yes
UC4114,2024-11-03,Won,No,No,No
UC5083,2024-12-22,Won,No,No,No
UC5101,2025-03-22,Won,No,unknown,No
UC5138,2025-01-26,Won,No,No,No
UC5996,2024-07-19,Won,No,No,No
UC6640,2025-10-04,Won,No,No,No
UC7868,2025-03-19,Won,No,unknown,No
UC8735,2025-02-02,Won,No,No,No
UC8892,2025-12-12,Won,No,No,No
UC9261,2026-01-27,Won,No,No,No
UC9302,2025-03-19,Won,No,No,No
UC9426,2025-06-03,Won,No,Yes,Yes
UC9709,2025-01-19,Churned,No,Yes,No
UD0143,2024-06-03,Won,No,Yes,No
UD0143,2025-06-03,Won,No,No,No
UD0405,2024-11-20,Churned,No,No,No
UD0534,2024-11-16,Won,No,No,No
UD0582,2024-10-25,Won,No,unknown,No
UD1796,2025-10-02,Won,No,No,No
UD2243,2024-09-05,Won,No,No,No
UD2243,2025-09-05,Won,No,No,No
UD2751,2025-02-14,Churned,No,No,No
UD3280,2024-08-05,Won,No,No,No
UD4445,2024-06-04,Won,No,No,No
UD4748,2026-02-22,Won,No,No,No
UD7018,2024-12-01,Won,No,No,No
UD7018,2025-12-01,Won,No,No,No
UD7709,2024-09-25,Won,No,No,No
UD7734,2024-07-11,Won,No,No,No
UD8484,2024-07-31,Won,No,No,No
UD8508,2025-06-06,Won,No,No,No
UD8632,2025-03-07,Won,No,No,No
UD9238,2025-10-26,Churned,No,Yes,No
UD9749,2025-09-13,Churned,No,Yes,Yes
UD9818,2026-02-21,Won,No,No,No
UD9951,2025-03-03,Won,No,No,No
UE0181,2024-05-27,Won,No,No,No
UE0577,2024-12-21,Won,No,No,No
UE1094,2024-07-15,Won,No,No,No
UE1379,2025-11-22,Won,No,No,No
UE1688,2024-12-05,Won,No,No,No
UE3359,2025-10-29,Won,No,No,No
UE3426,2024-06-13,Won,No,No,No
UE3773,2024-05-31,Won,No,No,No
UE4121,2026-02-10,Won,No,No,No
UE4488,2025-06-25,Won,No,No,No
UE5074,2025-09-30,Won,No,No,No
UE5609,2025-09-10,Won,No,No,No
UE5895,2024-06-14,Won,Yes,Yes,Yes
UE7337,2025-01-09,Won,No,No,No
UE7597,2024-07-14,Won,No,No,No
UE8020,2024-11-15,Won,No,No,No
UE8706,2024-11-03,Won,No,No,No
UE9234,2025-07-25,Won,No,No,No
UE9431,2025-05-23,Churned,No,No,No
UE9677,2025-03-05,Won,No,No,No
UE9714,2025-09-14,Won,No,No,No
UE9946,2026-01-13,Won,No,No,No
UE9987,2024-10-18,Churned,Yes,Yes,Yes
UF0184,2025-12-01,Won,No,No,No
UF0550,2025-12-06,Won,No,No,No
UF1551,2025-02-02,Won,No,No,No
UF1551,2026-02-02,Churned,No,No,No
UF2221,2024-08-27,Won,No,No,No
UF2252,2025-04-18,Won,No,unknown,No
UF3414,2025-08-03,Won,No,No,No
UF3604,2024-10-22,Won,No,No,No
UF3924,2025-04-04,Won,No,unknown,No
UF5324,2024-05-20,Won,No,Yes,No
UF5662,2024-06-11,Won,No,No,No
UF6346,2025-01-17,Won,No,No,No
UF6346,2026-01-17,Won,No,No,No
UF6609,2024-06-22,Won,No,No,Yes
UF6880,2024-06-14,Churned,No,No,No
UF8241,2025-04-11,Won,No,unknown,No
UF8429,2025-07-06,Won,No,No,No
UG0151,2024-11-09,Churned,No,No,No
UG0258,2025-04-03,Won,No,unknown,No
UG0267,2025-07-28,Won,No,Yes,No
UG1639,2024-06-06,Won,No,No,No
UG1786,2025-08-08,Won,No,No,No
UG1806,2025-02-14,Won,No,No,No
UG1991,2025-04-29,Won,No,No,No
UG2390,2024-05-02,Won,No,No,No
UG2390,2025-05-02,Won,No,No,No
UG2796,2025-02-14,Won,No,No,No
UG3858,2024-06-26,Won,No,No,No
UG3858,2025-06-26,Won,No,No,No
UG3860,2024-05-11,Won,No,No,No
UG3970,2024-12-04,Won,No,Yes,No
UG3970,2025-12-04,Won,No,No,No
UG4603,2025-10-22,Won,No,No,No
UG8625,2024-06-29,Won,No,No,No
UG8707,2024-08-01,Won,No,No,Yes
UG8991,2025-02-14,Won,No,No,No
UG8991,2026-02-14,Won,No,No,No
UG9055,2025-09-26,Won,No,No,No
UG9454,2025-02-11,Churned,No,No,No
UG9780,2025-03-22,Won,No,No,No
UH0033,2025-06-24,Won,No,No,No
UH0123,2025-03-03,Won,No,No,No
UH0123,2026-03-03,Won,No,No,No
UH0219,2024-05-09,Won,No,Yes,No
UH0423,2026-01-08,Won,No,No,No
UH1140,2025-04-21,Won,No,unknown,No
UH1242,2024-06-15,Won,No,Yes,No
UH1310,2025-05-02,Churned,No,No,No
UH1329,2024-10-12,Churned,No,Yes,No
UH2561,2025-03-04,Won,No,No,No
UH2561,2026-03-04,Won,No,No,No
UH3553,2025-05-24,Won,No,No,No
UH4018,2026-02-15,Won,No,No,No
UH4045,2025-01-11,Won,No,No,No
UH4999,2026-02-25,Won,No,No,No
UH5722,2025-03-11,Won,No,No,No
UH5722,2026-03-11,Won,No,No,No
UH5965,2024-10-07,Won,No,No,No
UH5965,2025-10-07,Won,No,No,No
UH6683,2024-12-20,Won,No,No,No
UH6683,2025-12-20,Won,No,No,No
UH7226,2026-01-27,Won,No,No,No
UH7620,2025-03-07,Won,No,No,No
UH7620,2026-03-07,Won,No,No,No
UH8058,2025-05-03,Won,No,No,No
UH8342,2025-02-09,Won,No,No,No
UH8342,2026-02-09,Won,No,No,No
UH8358,2024-08-26,Won,No,Yes,Yes
UH8358,2025-08-26,Won,No,No,No
UH9029,2026-02-26,Won,No,No,No
UI0260,2026-02-01,Won,No,No,No
UI0666,2026-01-28,Won,No,Yes,No
UI0687,2025-03-14,Won,No,No,No
UI0926,2025-07-09,Won,No,No,No
UI1216,2024-08-16,Won,No,No,No
UI1216,2025-08-16,Won,No,No,No
UI1686,2025-04-24,Won,No,No,No
UI1745,2025-12-18,Won,No,No,No
UI2229,2024-11-11,Won,No,unknown,No
UI2229,2025-11-11,Won,No,Yes,No
UI2433,2024-08-03,Won,No,Yes,No
UI2433,2025-08-03,Won,No,No,No
UI2671,2025-04-14,Won,No,unknown,No
UI4401,2025-10-18,Won,No,No,No
UI5520,2024-06-30,Won,No,No,No
UI6474,2024-06-20,Won,No,No,No
UI6474,2025-06-20,Won,No,No,No
UI6630,2026-03-01,Won,No,Yes,No
UI6899,2024-06-24,Won,No,Yes,No
UI6899,2025-06-24,Won,No,No,No
UI8111,2025-06-21,Won,No,Yes,No
UI8364,2025-03-06,Won,No,Yes,No
UI8418,2024-11-25,Won,No,No,No
UI8524,2024-05-26,Won,No,No,No
UI8524,2025-05-26,Won,No,No,No
UI8958,2025-01-10,Won,No,No,Yes
UI9291,2024-05-10,Won,No,No,No
UI9291,2025-05-10,Won,No,No,No
UI9439,2025-09-10,Won,No,No,No
UJ1442,2025-04-20,Won,No,unknown,No
UJ2159,2025-02-20,Won,No,No,No
UJ2937,2025-01-30,Won,No,No,No
UJ3354,2025-03-18,Won,No,Yes,No
UJ3670,2025-08-04,Won,No,No,No
UJ4186,2024-11-17,Won,No,No,No
UJ4558,2025-04-26,Won,No,unknown,No
UJ4734,2024-06-05,Won,No,No,No
UJ4734,2025-06-05,Won,No,No,No
UJ4788,2025-11-01,Won,No,No,No
UJ5186,2024-08-24,Churned,No,No,No
UJ5817,2024-08-21,Won,No,Yes,Yes
UJ5996,2025-12-18,Won,No,No,No
UJ6957,2025-09-25,Won,No,No,No
UJ7096,2026-01-06,Won,No,No,No
UJ8719,2025-01-05,Won,No,No,No
UJ8745,2025-03-27,Won,No,No,No
UJ8851,2026-03-13,Won,No,No,No
UJ9191,2025-06-26,Won,No,No,No
UJ9347,2024-09-22,Won,No,No,No
UJ9817,2024-05-23,Won,No,No,No
UK0561,2025-04-06,Won,No,unknown,No
UK1964,2024-10-18,Won,No,unknown,No
UK2500,2025-02-28,Churned,No,No,No
UK3114,2026-01-20,Won,No,No,No
UK3135,2026-01-22,Won,No,No,No
UK3686,2024-05-24,Won,No,No,No
UK3752,2024-12-07,Won,No,No,No
UK4564,2025-08-15,Churned,No,No,No
UK4657,2024-09-04,Won,No,No,No
UK4657,2025-09-04,Won,No,No,No
UK5329,2025-06-16,Won,No,No,No
UK5461,2025-09-05,Won,No,No,No
UK5573,2024-07-25,Won,No,No,No
UK6128,2025-03-18,Won,No,No,No
UK6696,2025-03-11,Won,No,No,No
UK6738,2025-02-21,Won,No,No,No
UK7762,2025-08-30,Churned,Yes,unknown,No
UK9500,2024-05-19,Won,No,No,No
UK9622,2024-09-02,Won,No,No,No
UK9622,2025-09-02,Won,No,No,No
UL0082,2025-07-23,Won,No,No,No
UL0587,2026-03-22,Won,No,No,No
UL0937,2025-05-25,Won,No,No,No
UL1412,2024-05-10,Won,No,No,No
UL1412,2025-05-10,Won,No,No,No
UL1996,2025-04-14,Won,No,unknown,No
UL2553,2026-01-11,Won,No,No,No
UL2952,2025-08-29,Won,No,No,No
UL3591,2024-12-17,Churned,No,No,No
UL3740,2024-10-25,Won,No,No,No
UL3740,2025-10-25,Won,No,No,No
UL3906,2024-12-09,Won,No,No,No
UL4625,2026-02-14,Churned,No,No,No
UL7216,2025-06-10,Won,No,unknown,No
UL7234,2025-04-11,Won,No,No,No
UL8004,2024-12-10,Won,No,No,No
UL8317,2024-10-24,Won,No,unknown,No
UL8317,2025-10-24,Won,No,Yes,No
UL8814,2026-02-21,Won,Yes,No,Yes
UM0454,2025-02-20,Won,No,No,No
UM0454,2026-02-20,Won,No,No,No
UM0537,2024-07-15,Won,No,No,No
UM0997,2024-05-17,Won,No,No,No
UM1201,2025-06-08,Won,No,Yes,No
UM2247,2025-08-01,Won,No,No,No
UM2836,2024-10-27,Won,No,No,Yes
UM2836,2025-10-27,Won,No,No,No
UM3127,2025-01-10,Won,Yes,Yes,No
UM3575,2026-01-15,Won,No,No,No
UM3725,2024-09-15,Won,No,No,No
UM4024,2025-01-30,Won,No,No,No
UM4030,2026-01-13,Won,No,No,No
UM4300,2025-10-17,Won,No,No,No
UM4535,2025-04-23,Won,No,No,No
UM4643,2025-02-02,Won,No,No,No
UM4937,2024-06-06,Won,No,No,No
UM5017,2025-10-16,Churned,Yes,Yes,No
UM5349,2024-08-23,Won,No,No,No
UM5349,2025-08-23,Won,No,No,No
UM6690,2025-03-17,Won,No,No,No
UM6690,2026-03-17,Won,No,No,No
UM6801,2025-08-23,Won,No,No,No
UM7149,2025-08-09,Churned,No,No,No
UM7771,2026-01-02,Churned,No,No,No
UM8965,2025-08-30,Won,No,No,No
UM9127,2024-09-30,Won,No,No,No
UN0189,2024-06-27,Won,No,No,No
UN0210,2025-12-15,Won,No,No,No
UN0893,2025-03-02,Won,No,No,No
UN0986,2025-07-15,Churned,No,No,No
UN1479,2025-06-01,Won,No,No,No
UN2004,2025-12-01,Won,No,No,No
UN2034,2024-08-04,Won,No,No,No
UN2034,2025-08-04,Won,No,No,No
UN2550,2025-12-04,Won,No,No,No
UN2591,2024-10-05,Churned,No,No,No
UN3378,2024-10-05,Won,No,No,No
UN3378,2025-10-05,Won,No,No,No
UN3452,2026-02-18,Won,No,No,No
UN3789,2025-12-03,Churned,No,No,No
UN4252,2024-09-23,Won,No,No,No
UN4338,2025-10-31,Won,No,No,No
UN5064,2025-04-24,Won,No,No,No
UN5179,2025-09-26,Won,No,No,No
UN5190,2026-02-14,Won,No,No,No
UN5354,2025-05-04,Won,No,No,No
UN6020,2024-06-01,Won,Yes,Yes,Yes
UN7259,2025-12-19,Churned,No,No,No
UN7546,2025-04-26,Won,No,unknown,No
UN8741,2025-01-16,Won,No,No,No
UN9689,2024-08-23,Churned,No,No,No
UN9946,2024-11-22,Churned,No,No,No
UO0321,2026-02-17,Won,No,Yes,No
UO0681,2024-06-06,Won,No,No,Yes
UO0800,2024-07-14,Won,No,Yes,No
UO0800,2025-07-14,Won,No,No,No
UO1435,2025-06-03,Won,No,Yes,No
UO1501,2024-11-18,Won,No,No,No
UO1756,2024-06-06,Won,No,No,No
UO1756,2025-06-06,Won,No,No,No
UO2225,2024-10-17,Won,No,No,No
UO2225,2025-10-17,Won,No,No,No
UO2349,2026-02-22,Won,No,No,No
UO2951,2025-06-07,Won,No,No,No
UO4158,2025-01-25,Won,No,No,No
UO4385,2024-06-10,Won,No,No,No
UO4385,2025-06-10,Won,No,No,No
UO4430,2025-12-03,Churned,No,No,Yes
UO4573,2024-07-14,Won,No,No,No
UO4615,2024-10-17,Won,No,No,No
UO4760,2024-05-07,Won,No,No,No
UO4760,2025-05-07,Won,No,No,No
UO4867,2024-07-24,Won,No,No,No
UO4867,2025-07-24,Won,No,No,No
UO4948,2025-09-13,Won,Yes,Yes,No
UO5438,2025-09-24,Won,No,No,No
UO5695,2025-04-04,Won,No,unknown,No
UO5726,2026-01-10,Won,No,No,No
UO6173,2025-03-04,Won,No,Yes,No
UO6327,2024-09-22,Won,No,No,No
UO6756,2024-06-16,Won,No,No,No
UO6805,2024-08-22,Won,No,No,No
UO6983,2025-02-03,Won,No,No,No
UO7147,2025-09-18,Won,No,No,No
UO7740,2024-08-17,Won,No,No,No
UO8218,2024-06-28,Won,No,Yes,No
UO8218,2025-06-28,Won,No,Yes,No
UO8312,2024-11-30,Won,No,No,No
UO8312,2025-11-30,Won,No,No,No
UO8448,2024-07-24,Won,No,No,Yes
UO8448,2025-07-24,Won,No,No,No
UO8630,2025-06-17,Won,No,Yes,No
UO8710,2025-01-31,Churned,No,Yes,No
UO9545,2024-10-19,Won,No,Yes,No
UO9824,2025-05-21,Won,No,Yes,No
UP0053,2024-07-08,Won,No,Yes,No
UP0750,2024-11-02,Won,No,No,No
UP0750,2025-11-02,Won,No,No,No
UP1562,2024-05-03,Won,No,Yes,No
UP1562,2025-05-03,Won,No,No,No
UP2502,2024-10-22,Won,No,No,No
UP2502,2025-10-22,Won,No,No,No
UP4175,2024-10-25,Won,No,No,No
UP4319,2025-07-25,Won,No,No,No
UP4370,2024-09-06,Won,No,No,No
UP4531,2024-10-11,Won,No,unknown,No
UP4549,2025-03-25,Won,No,No,No
UP5025,2024-10-27,Won,No,No,No
UP5379,2024-06-08,Won,No,No,No
UP6345,2025-07-05,Won,No,No,No
UP7099,2025-04-04,Won,No,unknown,No
UP7291,2024-06-28,Won,No,Yes,No
UP8008,2025-08-01,Won,No,No,No
UP9818,2025-12-12,Won,No,No,No
UQ0279,2024-08-16,Won,No,No,No
